"ID","ID_nxt","x","y","is_canal","Q","V","H","slope","Q_design_m3s","Q_model_m3s","Q_role","Q_parent_m3s","Q_out_sum_m3s","Q_residual_m3s","Q_source_id","Q_reference_short","Q_reference_url","Q_regime","Q_data_period","Q_season","Q_value_origin","Q_derivation_rule","Q_source_note","Q_lake_m3s","lake_throughflow_m3s","lake_transport_mode","lake_residence_time_days","C_w","C_sd","concentration_units"
"P_00069","Source00036",0.320833333333258,6.12499999999984,FALSE,1085.21997070312,4.03858163346489,0.93540481065798,2.06768321990967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"viral particles/L"
"P_00070","Source00037",0.320833333333258,6.11249999999984,FALSE,1085.21997070312,4.71934398483316,0.80047326499587,3.47255873680115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0186264210020605,NA,"viral particles/L"
"P_00071","Source00038",0.312499999999921,6.10416666666651,FALSE,1085.21997070312,3.28034766160454,1.15161838862232,1.03417837619781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0335235213832455,NA,"viral particles/L"
"P_00072","P_00080",0.312499999999922,6.06249999999984,FALSE,1085.21997070312,4.55332200629515,0.829659901705873,3.08260774612427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0501431965410999,NA,"viral particles/L"
"P_00073","Source00039",0.387499999999924,6.05416666666651,FALSE,1085.21997070312,3.6397736287153,1.03789660389166,1.46239030361176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0115044803321,NA,"viral particles/L"
"P_00074","Source00040",0.395833333333258,6.06249999999984,FALSE,1085.21997070312,3.6397736287153,1.03789660389166,1.46239030361176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.229049470226,NA,"viral particles/L"
"P_00075","Source00041",0.395833333333257,6.07083333333318,FALSE,1085.21997070312,3.6397736287153,1.03789660389166,1.46239030361176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4648033429888,NA,"viral particles/L"
"P_00076","P_00055",0.40416666666659,6.07916666666651,FALSE,1085.21997070312,3.4120183904965,1.10717711800736,1.17910623550415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.4673526901336,NA,"viral particles/L"
"P_00077","P_00078",0.129166666666592,6.04166666666651,FALSE,1085.21997070312,3.78587159170747,0.997843850925285,1.66727292537689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"viral particles/L"
"P_00078","P_00079",0.129166666666592,6.05416666666651,FALSE,1085.21997070312,4.41995952142167,0.854693050890866,2.79228663444519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"viral particles/L"
"P_00079","P_00060",0.120833333333259,6.06249999999984,FALSE,1085.21997070312,5.11391462132599,0.738711724365569,4.53433179855347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"viral particles/L"
